Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Day,lag_1,lag_2,lag_4,rolling_mean_4
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,2012,10,40,5,310141.68,307306.76,350648.91,315074.35
5,2012-10-12,325345.41,0,66.24,3.601,223.974787,5.422,2012,10,41,12,343048.29,310141.68,299800.67,321460.535
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,2012,10,42,19,325345.41,343048.29,307306.76,322973.3825
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,2012,10,43,26,313358.15,325345.41,310141.68,325325.655
6,2010-04-30,1498080.16,0,68.91,2.78,211.8942725,7.092,2010,4,17,30,1540435.99,1519846.36,1770333.9,1556386.0825
6,2010-05-07,1619920.04,0,73.68,2.835,211.8442706,7.092,2010,5,18,7,1498080.16,1540435.99,1667181.82,1544570.6375000002
6,2010-05-14,1524059.4,0,74.95,2.854,211.8421769,7.092,2010,5,19,14,1619920.04,1498080.16,1519846.36,1545623.8975
6,2010-05-21,1531938.44,0,74.8,2.826,212.1275324,7.092,2010,5,20,21,1524059.4,1619920.04,1540435.99,1543499.5099999998
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,2010,5,21,28,1531938.44,1524059.4,1498080.16,1580097.1349999998
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,2010,6,22,4,1644470.66,1531938.44,1619920.04,1639462.1475
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,2010,6,23,11,1857380.09,1644470.66,1524059.4,1679860.385
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,2010,6,24,18,1685652.35,1857380.09,1531938.44,1716187.835
6,2010-06-25,1640681.88,0,84.2,2.653,212.8641412,7.092,2010,6,25,25,1677248.24,1685652.35,1644470.66,1715240.6400000001
6,2010-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,2010,7,26,2,1640681.88,1677248.24,1857380.09,1690839.9300000002
6,2010-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,2010,7,27,9,1759777.25,1640681.88,1685652.35,1692006.3399999999
6,2010-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,2010,7,28,16,1690317.99,1759777.25,1677248.24,1662724.48
6,2010-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,2010,7,29,23,1560120.8,1690317.99,1640681.88,1648864.24
6,2010-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,2010,7,30,30,1585240.92,1560120.8,1759777.25,1591997.1225
6,2010-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,2010,8,31,6,1532308.78,1585240.92,1690317.99,1577728.0225
6,2010-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,2010,8,32,13,1633241.59,1532308.78,1560120.8,1574611.5675
6,2010-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,2010,8,33,20,1547654.98,1633241.59,1585240.92,1563283.9625
6,2010-08-27,1450766.12,0,85.71,2.619,213.0905324,6.973,2010,8,34,27,1539930.5,1547654.98,1532308.78,1542898.2975
6,2010-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,2010,9,35,3,1450766.12,1539930.5,1633241.59,1512319.23
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,2010,9,36,10,1510925.32,1450766.12,1547654.98,1481461.8450000002
6,2010-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,2010,9,37,17,1424225.44,1510925.32,1539930.5,1423613.6575000002
6,2010-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,2010,9,38,24,1308537.75,1424225.44,1450766.12,1379820.0875000001
6,2010-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,2010,10,39,1,1275591.84,1308537.75,1510925.32,1334205.98
6,2010-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,2010,10,40,8,1328468.89,1275591.84,1424225.44,1318229.095
6,2010-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,2010,10,41,15,1360317.9,1328468.89,1308537.75,1327239.8875
6,2010-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,2010,10,42,22,1344580.92,1360317.9,1275591.84,1341521.06
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,2010,10,43,29,1332716.53,1344580.92,1328468.89,1355734.7625
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,2010,11,44,5,1385323.7,1332716.53,1360317.9,1392015.825
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,2010,11,45,12,1505442.15,1385323.7,1344580.92,1429754.71
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46,19,1495536.46,1505442.15,1332716.53,1476285.94
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,11,47,26,1518841.45,1495536.46,1385323.7,1696818.115
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2010,12,48,3,2267452.4,1518841.45,1505442.15,1739724.3875
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,2010,12,49,10,1677067.24,2267452.4,1495536.46,1824524.6675
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,2010,12,50,17,1834737.58,1677067.24,1518841.45,1967381.5425
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2010,12,51,24,2090268.95,1834737.58,2267452.4,2082412.2375
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,12,52,31,2727575.18,2090268.95,1677067.24,2029157.9325
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,2011,1,1,7,1464050.02,2727575.18,1834737.58,1908083.9575
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,2011,1,2,14,1350441.68,1464050.02,2090268.95,1712065.3575000002
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,2011,1,3,21,1306194.55,1350441.68,2727575.18,1345484.8575
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,2011,1,4,28,1261253.18,1306194.55,1464050.02,1301231.0274999999
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,2011,2,5,4,1287034.7,1261253.18,1350441.68,1342370.4
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2011,2,6,11,1514999.17,1287034.7,1306194.55,1387551.805
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,2011,2,7,18,1486920.17,1514999.17,1261253.18,1465267.895
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,2011,2,8,25,1572117.54,1486920.17,1287034.7,1499159.3275
6,2011-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,2011,3,9,4,1422600.43,1572117.54,1514999.17,1496064.0325
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,2011,3,10,11,1502617.99,1422600.43,1486920.17,1497958.3375
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,2011,3,11,18,1494497.39,1502617.99,1572117.54,1526272.8199999998
6,2011-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,2011,3,12,25,1685375.47,1494497.39,1422600.43,1530239.165
6,2011-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,2011,4,13,1,1438465.81,1685375.47,1502617.99,1519403.8599999999
6,2011-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,2011,4,14,8,1459276.77,1438465.81,1494497.39,1529428.0125000002
6,2011-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,2011,4,15,15,1534594.0,1459276.77,1685375.47,1470283.4
6,2011-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,2011,4,16,22,1448797.02,1534594.0,1438465.81,1520506.68
6,2011-04-29,1479249.9,0,75.27,3.81,217.1847255,6.855,2011,4,17,29,1639358.93,1448797.02,1459276.77,1525499.9625
6,2011-05-06,1504651.57,0,65.42,3.906,217.3547569,6.855,2011,5,18,6,1479249.9,1639358.93,1534594.0,1518014.355
6,2011-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,2011,5,19,13,1504651.57,1479249.9,1448797.02,1519111.5125
6,2011-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,2011,5,20,20,1453185.65,1504651.57,1639358.93,1454967.7375
6,2011-05-27,1523979.11,0,80.83,3.786,217.0544307,6.855,2011,5,21,27,1382783.83,1453185.65,1479249.9,1466150.04
6,2011-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,2011,6,22,3,1523979.11,1382783.83,1504651.57,1516363.72
6,2011-06-10,1598643.65,0,84.49,3.648,216.5840732,6.855,2011,6,23,10,1705506.29,1523979.11,1453185.65,1552728.22
6,2011-06-17,1622150.33,0,87.08,3.637,216.5371616,6.855,2011,6,24,17,1598643.65,1705506.29,1382783.83,1612569.845
6,2011-06-24,1543365.9,0,85.51,3.594,216.6314502,6.855,2011,6,25,24,1622150.33,1598643.65,1523979.11,1617416.5425
6,2011-07-01,1694551.15,0,87.0,3.524,216.7257388,6.925,2011,7,26,1,1543365.9,1622150.33,1705506.29,1614677.7574999998
6,2011-07-08,1709373.62,0,88.36,3.48,216.8200275,6.925,2011,7,27,8,1694551.15,1543365.9,1598643.65,1642360.25
6,2011-07-15,1526801.24,0,88.93,3.575,216.9044732,6.925,2011,7,28,15,1709373.62,1694551.15,1622150.33,1618522.9775
6,2011-07-22,1526506.08,0,88.06,3.651,216.964312,6.925,2011,7,29,22,1526801.24,1709373.62,1543365.9,1614308.0225
6,2011-07-29,1483991.05,0,90.22,3.682,217.0241507,6.925,2011,7,30,29,1526506.08,1526801.24,1694551.15,1561667.9975
6,2011-08-05,1601584.57,0,91.46,3.684,217.0839894,6.925,2011,8,31,5,1483991.05,1526506.08,1709373.62,1534720.735
6,2011-08-12,1484995.38,0,90.49,3.638,217.1438281,6.925,2011,8,32,12,1601584.57,1483991.05,1526801.24,1524269.27
6,2011-08-19,1493544.04,0,89.26,3.554,217.2069662,6.925,2011,8,33,19,1484995.38,1601584.57,1526506.08,1516028.76
6,2011-08-26,1420405.41,0,90.07,3.523,217.2706543,6.925,2011,8,34,26,1493544.04,1484995.38,1483991.05,1500132.35
6,2011-09-02,1481618.74,0,91.22,3.533,217.3343423,6.925,2011,9,35,2,1420405.41,1493544.04,1601584.57,1470140.8925
6,2011-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,2011,9,36,9,1481618.74,1420405.41,1484995.38,1469785.6425
6,2011-09-16,1351407.79,0,84.94,3.526,217.5797506,6.925,2011,9,37,16,1483574.38,1481618.74,1493544.04,1434251.58
6,2011-09-23,1336044.75,0,78.49,3.467,217.9188471,6.925,2011,9,38,23,1351407.79,1483574.38,1420405.41,1413161.415
6,2011-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,2011,9,39,30,1336044.75,1351407.79,1481618.74,1369644.71
6,2011-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,2011,10,40,7,1307551.92,1336044.75,1483574.38,1369185.915
6,2011-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,2011,10,41,14,1481739.2,1307551.92,1351407.79,1377964.2149999999
6,2011-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,2011,10,42,21,1386520.99,1481739.2,1336044.75,1398433.62
6,2011-10-28,1419445.12,0,69.51,3.372,219.237049,6.551,2011,10,43,28,1417922.37,1386520.99,1307551.92,1426406.92
6,2011-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,2011,11,44,4,1419445.12,1417922.37,1481739.2,1436827.2149999999
6,2011-11-11,1536176.54,0,61.33,3.297,219.5631135,6.551,2011,11,45,11,1523420.38,1419445.12,1386520.99,1474241.1025
6,2011-11-18,1524390.07,0,63.89,3.308,219.7897137,6.551,2011,11,46,18,1536176.54,1523420.38,1417922.37,1500858.0275
6,2011-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,2011,11,47,25,1524390.07,1536176.54,1419445.12,1708449.635
6,2011-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,2011,12,48,2,2249811.55,1524390.07,1523420.38,1749727.375
6,2011-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,2011,12,49,9,1688531.34,2249811.55,1536176.54,1841529.525
6,2011-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,2011,12,50,16,1903385.14,1688531.34,1524390.07,1969105.8975
6,2011-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,2011,12,51,23,2034695.56,1903385.14,2249811.55,2067811.2650000001
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,2011,12,52,30,2644633.02,2034695.56,1688531.34,2045198.56
6,2012-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,2012,1,1,6,1598080.52,2644633.02,1903385.14,1918187.2025
6,2012-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,2012,1,2,13,1395339.71,1598080.52,2034695.56,1745574.105
6,2012-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,2012,1,3,20,1344243.17,1395339.71,2644633.02,1415979.7750000001
6,2012-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,2012,1,4,27,1326255.7,1344243.17,1598080.52,1345362.31
6,2012-02-03,1496305.78,0,57.45,3.36,221.7707093,6.132,2012,2,5,3,1315610.66,1326255.7,1395339.71,1370603.8275
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,2012,2,6,10,1496305.78,1315610.66,1344243.17,1439694.015
6,2012-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,2012,2,7,17,1620603.92,1496305.78,1326255.7,1516284.1124999998
6,2012-02-24,1465187.71,0,59.17,3.555,222.2392726,6.132,2012,2,8,24,1632616.09,1620603.92,1315610.66,1553678.375
6,2012-03-02,1550385.65,0,60.32,3.63,222.4521862,6.132,2012,3,9,2,1465187.71,1632616.09,1496305.78,1567198.3425
6,2012-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,2012,3,10,9,1550385.65,1465187.71,1620603.92,1554373.4625
6,2012-03-16,1748010.29,0,62.8,3.734,222.8186603,6.132,2012,3,11,16,1569304.4,1550385.65,1632616.09,1583222.0125000002
6,2012-03-23,1495143.62,0,63.71,3.787,222.8930835,6.132,2012,3,12,23,1748010.29,1569304.4,1465187.71,1590710.9899999998
6,2012-03-30,1508933.26,0,67.91,3.845,222.9675066,6.132,2012,3,13,30,1495143.62,1748010.29,1550385.65,1580347.8925
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,2012,4,14,6,1508933.26,1495143.62,1569304.4,1648054.5899999999
6,2012-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,2012,4,15,13,1840131.19,1508933.26,1748010.29,1615150.6300000001
6,2012-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,2012,4,16,20,1616394.45,1840131.19,1495143.62,1605383.0350000001
6,2012-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,2012,4,17,27,1456073.24,1616394.45,1508933.26,1592204.9949999999
6,2012-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,2012,5,18,4,1456221.1,1456073.24,1840131.19,1518037.4775
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,2012,5,19,11,1543461.12,1456221.1,1616394.45,1493207.7825
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,2012,5,20,18,1517075.67,1543461.12,1456073.24,1507598.3824999998
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,2012,5,21,25,1513635.64,1517075.67,1456221.1,1544491.4625
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,2012,6,22,1,1603793.42,1513635.64,1543461.12,1578906.5274999999
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,2012,6,23,8,1681121.38,1603793.42,1517075.67,1623792.49
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,2012,6,24,15,1696619.52,1681121.38,1513635.64,1655945.4500000002
6,2012-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,2012,6,25,22,1642247.48,1696619.52,1603793.42,1659565.1575000002
6,2012-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,2012,6,26,29,1618272.25,1642247.48,1681121.38,1651500.6774999998
6,2012-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,2012,7,27,6,1648863.46,1618272.25,1696619.52,1696435.645
6,2012-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,2012,7,28,13,1876359.39,1648863.46,1642247.48,1682909.3399999999
6,2012-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,2012,7,29,20,1588142.26,1876359.39,1618272.25,1671931.7699999998
6,2012-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,2012,7,30,27,1574361.97,1588142.26,1648863.46,1638023.1949999998
6,2012-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,2012,8,31,3,1513229.16,1574361.97,1876359.39,1575752.0799999998
6,2012-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,2012,8,32,10,1627274.93,1513229.16,1588142.26,1575811.6975
6,2012-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,2012,8,33,17,1588380.73,1627274.93,1574361.97,1567983.585
6,2012-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,2012,8,34,24,1543049.52,1588380.73,1513229.16,1564950.1675
6,2012-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,2012,8,35,31,1501095.49,1543049.52,1627274.93,1552491.3875000002
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,2012,9,36,7,1577439.81,1501095.49,1588380.73,1557415.4575
6,2012-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,2012,9,37,14,1608077.01,1577439.81,1543049.52,1515444.7925
6,2012-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,2012,9,38,21,1375166.86,1608077.01,1501095.49,1496571.8325
6,2012-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,2012,9,39,28,1425603.65,1375166.86,1577439.81,1444494.7449999999
6,2012-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,2012,10,40,5,1369131.46,1425603.65,1608077.01,1422019.92
6,2012-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,2012,10,41,12,1518177.71,1369131.46,1375166.86,1443077.415
6,2012-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,2012,10,42,19,1459396.84,1518177.71,1425603.65,1445897.5
6,2012-10-26,1431426.34,0,72.34,3.506,225.0686254,5.329,2012,10,43,26,1436883.99,1459396.84,1369131.46,1461471.22
7,2010-04-30,373655.61,0,38.99,2.766,189.575127,8.963,2010,4,17,30,404751.25,406228.19,561145.14,417224.57499999995
7,2010-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,2010,5,18,7,373655.61,404751.25,484263.25,395022.22
7,2010-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,2010,5,19,14,395453.83,373655.61,406228.19,386633.57499999995
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,2010,5,20,21,372673.61,395453.83,404751.25,384244.675
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,2010,5,21,28,395195.65,372673.61,373655.61,401514.41000000003
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,2010,6,22,4,442734.55,395195.65,395453.83,429946.7575
7,2010-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,2010,6,23,11,509183.22,442734.55,372673.61,461423.57249999995
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,2010,6,24,18,498580.87,509183.22,395195.65,482910.6825
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,2010,6,25,25,481144.09,498580.87,442734.55,510655.76249999995
7,2010-07-02,575570.77,0,61.31,2.728,189.4882603,9.017,2010,7,26,2,553714.87,481144.09,509183.22,527252.65
7,2010-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,2010,7,27,9,575570.77,553714.87,498580.87,550973.0175000001
7,2010-07-16,557166.35,0,62.19,2.699,189.6125456,9.017,2010,7,28,16,593462.34,575570.77,481144.09,569978.5825
7,2010-07-23,570231.21,0,64.64,2.691,189.774698,9.017,2010,7,29,23,557166.35,593462.34,553714.87,574107.6675
7,2010-07-30,603547.16,0,66.07,2.69,189.9368504,9.017,2010,7,30,30,570231.21,557166.35,575570.77,581101.7649999999
7,2010-08-06,643854.17,0,61.7,2.69,190.0990028,9.017,2010,8,31,6,603547.16,570231.21,593462.34,593699.7225
7,2010-08-13,598185.4,0,60.13,2.723,190.2611552,9.017,2010,8,32,13,643854.17,603547.16,557166.35,603954.485
7,2010-08-20,582353.17,0,59.59,2.732,190.2948237,9.017,2010,8,33,20,598185.4,643854.17,570231.21,606984.975
7,2010-08-27,554309.24,0,57.57,2.731,190.3284922,9.017,2010,8,34,27,582353.17,598185.4,603547.16,594675.495
7,2010-09-03,532765.05,0,49.84,2.773,190.3621607,9.017,2010,9,35,3,554309.24,582353.17,643854.17,566903.2150000001
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,2010,9,36,10,532765.05,554309.24,598185.4,551299.1950000001
7,2010-09-17,489408.53,0,48.56,2.8,190.4688287,9.017,2010,9,37,17,535769.32,532765.05,582353.17,528063.035
7,2010-09-24,488008.83,0,47.55,2.793,190.5713264,9.017,2010,9,38,24,489408.53,535769.32,554309.24,511487.9325
7,2010-10-01,448998.73,0,49.99,2.759,190.6738241,9.137,2010,10,39,1,488008.83,489408.53,532765.05,490546.35250000004
7,2010-10-08,480239.88,0,44.13,2.745,190.7763218,9.137,2010,10,40,8,448998.73,488008.83,535769.32,476663.9925
7,2010-10-15,463370.48,0,35.86,2.762,190.8623087,9.137,2010,10,41,15,480239.88,448998.73,489408.53,470154.48
7,2010-10-22,472450.81,0,36.84,2.762,190.9070184,9.137,2010,10,42,22,463370.48,480239.88,488008.83,466264.975
7,2010-10-29,465493.15,0,34.78,2.748,190.951728,9.137,2010,10,43,29,472450.81,463370.48,448998.73,470388.57999999996
7,2010-11-05,480512.44,0,49.44,2.729,190.9964377,9.137,2010,11,44,5,465493.15,472450.81,480239.88,470456.72000000003
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,2010,11,45,12,480512.44,465493.15,463370.48,481510.1725
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,2010,11,46,19,507584.29,480512.44,472450.81,484029.56
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,2010,11,47,26,482528.36,507584.29,465493.15,576453.5874999999
7,2010-12-03,552811.62,0,21.88,2.712,190.9931437,9.137,2010,12,48,3,835189.26,482528.36,480512.44,594528.3825
7,2010-12-10,599730.07,0,24.24,2.728,190.9741069,9.137,2010,12,49,10,552811.62,835189.26,507584.29,617564.8274999999
7,2010-12-17,716388.81,0,20.74,2.778,191.0303376,9.137,2010,12,50,17,599730.07,552811.62,482528.36,676029.94
7,2010-12-24,1045124.88,0,26.04,2.781,191.1430189,9.137,2010,12,51,24,716388.81,599730.07,835189.26,728513.845
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,2010,12,52,31,1045124.88,716388.81,552811.62,772703.96
7,2011-01-07,661163.94,0,10.09,2.882,191.3683815,8.818,2011,1,1,7,729572.08,1045124.88,599730.07,788062.4275
7,2011-01-14,547384.9,0,11.32,2.911,191.4784939,8.818,2011,1,2,14,661163.94,729572.08,716388.81,745811.45
7,2011-01-21,521539.46,0,25.4,2.973,191.5731924,8.818,2011,1,3,21,547384.9,661163.94,1045124.88,614915.095
7,2011-01-28,513372.17,0,10.11,3.008,191.667891,8.818,2011,1,4,28,521539.46,547384.9,729572.08,560865.1174999999
7,2011-02-04,558027.77,0,-2.06,3.011,191.7625895,8.818,2011,2,5,4,513372.17,521539.46,661163.94,535081.075
7,2011-02-11,559903.13,1,10.24,3.037,191.8572881,8.818,2011,2,6,11,558027.77,513372.17,547384.9,538210.6325000001
7,2011-02-18,572387.47,0,17.3,3.051,191.9178331,8.818,2011,2,7,18,559903.13,558027.77,521539.46,550922.635
7,2011-02-25,546690.84,0,17.46,3.101,191.9647167,8.818,2011,2,8,25,572387.47,559903.13,513372.17,559252.3025
7,2011-03-04,551378.39,0,21.84,3.232,192.0116004,8.818,2011,3,9,4,546690.84,572387.47,558027.77,557589.9575
7,2011-03-11,558963.83,0,20.7,3.372,192.058484,8.818,2011,3,10,11,551378.39,546690.84,559903.13,557355.1325000001
7,2011-03-18,635014.69,0,27.69,3.406,192.1237981,8.818,2011,3,11,18,558963.83,551378.39,572387.47,573011.9375
7,2011-03-25,559061.58,0,25.69,3.414,192.1964844,8.818,2011,3,12,25,635014.69,558963.83,546690.84,576104.6224999999
7,2011-04-01,513409.67,0,24.83,3.461,192.2691707,8.595,2011,4,13,1,559061.58,635014.69,551378.39,566612.4424999999
7,2011-04-08,500552.16,0,30.64,3.532,192.3418571,8.595,2011,4,14,8,513409.67,559061.58,558963.83,552009.5249999999
7,2011-04-15,423380.14,0,27.79,3.611,192.4225954,8.595,2011,4,15,15,500552.16,513409.67,635014.69,499100.88749999995
7,2011-04-22,466594.89,0,31.84,3.636,192.5234638,8.595,2011,4,16,22,423380.14,500552.16,559061.58,475984.21499999997
7,2011-04-29,410429.73,0,26.79,3.663,192.6243322,8.595,2011,4,17,29,466594.89,423380.14,513409.67,450239.23
7,2011-05-06,407012.47,0,26.54,3.735,192.7252006,8.595,2011,5,18,6,410429.73,466594.89,500552.16,426854.3075
7,2011-05-13,414094.05,0,36.61,3.767,192.826069,8.595,2011,5,19,13,407012.47,410429.73,423380.14,424532.785
7,2011-05-20,424670.98,0,36.16,3.828,192.831317,8.595,2011,5,20,20,414094.05,407012.47,466594.89,414051.8075
7,2011-05-27,457216.87,0,37.51,3.795,192.8365651,8.595,2011,5,21,27,424670.98,414094.05,410429.73,425748.59249999997
7,2011-06-03,542295.37,0,45.77,3.763,192.8418131,8.595,2011,6,22,3,457216.87,424670.98,407012.47,459569.3175
7,2011-06-10,621099.95,0,53.3,3.735,192.8470612,8.595,2011,6,23,10,542295.37,457216.87,414094.05,511320.7925
7,2011-06-17,610991.35,0,48.79,3.697,192.9034759,8.595,2011,6,24,17,621099.95,542295.37,424670.98,557900.885
7,2011-06-24,640043.97,0,46.85,3.661,192.9982655,8.595,2011,6,25,24,610991.35,621099.95,457216.87,603607.66
7,2011-07-01,704344.21,0,58.54,3.597,193.0930552,8.622,2011,7,26,1,640043.97,610991.35,542295.37,644119.87
7,2011-07-08,761793.94,0,59.08,3.54,193.1878448,8.622,2011,7,27,8,704344.21,640043.97,621099.95,679293.3674999999
7,2011-07-15,642748.21,0,54.37,3.532,193.3125484,8.622,2011,7,28,15,761793.94,704344.21,610991.35,687232.5824999999
7,2011-07-22,688043.96,0,56.22,3.545,193.5120367,8.622,2011,7,29,22,642748.21,761793.94,640043.97,699232.58
7,2011-07-29,653382.62,0,56.66,3.547,193.711525,8.622,2011,7,30,29,688043.96,642748.21,704344.21,686492.1825
7,2011-08-05,695392.84,0,55.91,3.554,193.9110133,8.622,2011,8,31,5,653382.62,688043.96,761793.94,669891.9075
7,2011-08-12,670670.46,0,54.56,3.542,194.1105017,8.622,2011,8,32,12,695392.84,653382.62,642748.21,676872.47
7,2011-08-19,645156.21,0,56.06,3.499,194.2500634,8.622,2011,8,33,19,670670.46,695392.84,688043.96,666150.5325
7,2011-08-26,629994.47,0,57.6,3.485,194.3796374,8.622,2011,8,34,26,645156.21,670670.46,653382.62,660303.495
7,2011-09-02,592355.24,0,53.4,3.511,194.5092113,8.622,2011,9,35,2,629994.47,645156.21,695392.84,634544.095
